"scenario","Name","Type","run_count","100%","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","Average Content Size","Average Response Time","Failure Count","Failures/s","Max Response Time","Median Response Time","Min Response Time","Request Count","Requests/s"
"mixed_large_15","POST /auth/login","POST","3","1333.33333333333","1100","1100","1133.33333333333","1166.66666666667","1200","1266.66666666667","1266.66666666667","1300","1333.33333333333","1333.33333333333","56","1091.26468602335","0","0","1332.11046666838","1100","944.951466672743","91.3333333333333","0.469051816129358"
"mixed_large_15","POST /auth/signup [setup]","POST","3","7066.66666666667","5733.33333333333","6000","6533.33333333333","6800","6966.66666666667","7066.66666666667","7066.66666666667","7066.66666666667","7066.66666666667","7066.66666666667","65","5840.72443333247","0","0","7067.22776667448","5733.33333333333","4555.57146666494","15","0.076997515786252"
"mixed_large_15","POST /user/[email]/description","POST","3","5000","3133.33333333333","3333.33333333333","3433.33333333333","3700","4100","4333.33333333333","4500","5000","5000","5000","1129","3261.64768021576","0","0","4989.34736665494","3133.33333333333","2489.34370000885","72","0.369605102181895"
"mixed_large_15","POST /user/[email]/profile-photo","POST","3","9966.66666666667","6966.66666666667","7366.66666666667","7766.66666666667","7933.33333333333","8766.66666666667","9200","9400","9866.66666666667","9966.66666666667","9966.66666666667","1126.08249907304","7106.72705879403","0","0","9897.58879999863","6966.66666666667","3912.9034000022","182","0.934306867038583"
"mixed_large_20","Aggregated","","3","19000","3133.33333333333","6366.66666666667","8266.66666666667","8800","10000","11000","13666.6666666667","16000","19000","19000","1070.19522532625","4568.73822785025","0","0","18896.1948666644","3133.33333333333","766.182766674319","620","3.12172461469528"
"mixed_large_20","DELETE /user/[email] [cleanup]","DELETE","3","19000","16666.6666666667","18000","18666.6666666667","19000","19000","19000","19000","19000","19000","19000","65","16619.5042237014","0","0","18896.1948666644","16000","13498.5499333513","12.3333333333333","0.062082080577415"
"mixed_large_20","GET /user/[email]","GET","3","1600","1033.33333333333","1100","1100","1133.33333333333","1200","1300","1400","1466.66666666667","1600","1600","1674.54071146245","1045.56301047753","0","0","1609.17276666927","1033.33333333333","766.182766674319","197","0.991940950360694"
"mixed_large_20","POST /auth/login","POST","3","1733.33333333333","1200","1266.66666666667","1300","1333.33333333333","1366.66666666667","1600","1666.66666666667","1666.66666666667","1733.33333333333","1733.33333333333","56","1230.58575525732","0","0","1763.20666667501","1200","997.562533341503","101.666666666667","0.511982014999855"
"mixed_large_20","POST /auth/signup [setup]","POST","3","9300","7366.66666666667","7766.66666666667","8066.66666666667","8200","8866.66666666667","9300","9300","9300","9300","9300","65","7268.65424166802","0","0","9335.63636668259","7066.66666666667","5539.33459999583","20","0.100695098479333"
"mixed_large_20","POST /user/[email]/description","POST","3","6400","4100","4466.66666666667","4733.33333333333","4966.66666666667","5233.33333333333","5500","5866.66666666667","6400","6400","6400","1129","4176.16962622514","0","0","6380.69196667251","4100","2682.31516667098","89","0.448072819077183"
"mixed_large_20","POST /user/[email]/profile-photo","POST","3","12666.6666666667","9000","9600","10000","10000","11000","11333.3333333333","11666.6666666667","12333.3333333333","12666.6666666667","12666.6666666667","1126.10002152363","8889.16470419394","0","0","12478.3273999928","9000","4182.03813333336","200","1.0069516512008"
"mixed_large_5","Aggregated","","3","6900","2000","3766.66666666667","5633.33333333333","5833.33333333333","6000","6100","6333.33333333333","6700","6900","6900","1073.57609210882","2838.58797896976","0","0","6891.04123334982","1966.66666666667","692.972633327978","210.666666666667","1.13266501286029"
"mixed_large_5","DELETE /user/[email] [cleanup]","DELETE","3","6233.33333333333","6233.33333333333","6233.33333333333","6233.33333333333","6233.33333333333","6233.33333333333","6233.33333333333","6233.33333333333","6233.33333333333","6233.33333333333","6233.33333333333","65","6020.42220834119","0","0","6245.8394333468","6069.79850000547","5549.72489999879","2.33333333333333","0.012518069720215"
"mixed_large_5","GET /user/[email]","GET","3","910","786.666666666667","803.333333333333","813.333333333333","816.666666666667","856.666666666667","866.666666666667","900","910","910","910","1753.08761674718","791.046656071464","0","0","909.659766689098","783.333333333333","692.972633327978","63.6666666666667","0.342220510831785"
"mixed_large_5","POST /auth/login","POST","3","1100","950","976.666666666667","983.333333333333","990","1000","1066.66666666667","1100","1100","1100","1100","56","964.14408949524","0","0","1088.63353333436","950","900.287666678196","40.3333333333333","0.216916371835486"
"mixed_large_5","POST /auth/signup [setup]","POST","3","3333.33333333333","3066.66666666667","3166.66666666667","3166.66666666667","3333.33333333333","3333.33333333333","3333.33333333333","3333.33333333333","3333.33333333333","3333.33333333333","3333.33333333333","65","3096.74865999841","0","0","3322.36863333189","3066.66666666667","2879.32683332474","5","0.026884145107659"
"mixed_large_5","POST /user/[email]/description","POST","3","2866.66666666667","2666.66666666667","2700","2700","2700","2766.66666666667","2866.66666666667","2866.66666666667","2866.66666666667","2866.66666666667","2866.66666666667","1129","2597.60838401007","0","0","2887.16120000269","2600","2284.18259999792","30.3333333333333","0.163062090283586"
"mixed_large_5","POST /user/[email]/profile-photo","POST","3","6600","5866.66666666667","5966.66666666667","6033.33333333333","6100","6266.66666666667","6300","6433.33333333333","6600","6600","6600","1126.07340826296","5764.9939027628","0","0","6591.17510000942","5866.66666666667","3912.53589999784","69","0.371063825081563"
"mixed_small_10","Aggregated","","3","6466.66666666667","2000","2700","2766.66666666667","2833.33333333333","2933.33333333333","3066.66666666667","3333.33333333333","4400","6466.66666666667","6466.66666666667","871.170332311345","1871.63980400154","0","0","6476.71623334948","1966.66666666667","710.446300004454","545.333333333333","2.92850335716461"
"mixed_small_10","DELETE /user/[email] [cleanup]","DELETE","3","6466.66666666667","6300","6333.33333333333","6400","6400","6466.66666666667","6466.66666666667","6466.66666666667","6466.66666666667","6466.66666666667","6466.66666666667","65","6294.18833195248","0","0","6476.71623334948","6283.02826667204","6098.20400000899","4","0.02145847820859"
"mixed_small_10","GET /user/[email]","GET","3","1100","803.333333333333","836.666666666667","850","870","903.333333333333","933.333333333333","980","1033.33333333333","1100","1100","992.211946563118","818.176127118165","0","0","1080.3337333297","803.333333333333","710.446300004454","173.333333333333","0.930809387348294"
"mixed_small_10","POST /auth/login","POST","3","1233.33333333333","990","1000","1000","1033.33333333333","1100","1100","1200","1200","1233.33333333333","1233.33333333333","56","1001.9846639933","0","0","1242.72966667195","990","905.391333333682","95.3333333333333","0.511888888931152"
"mixed_small_10","POST /auth/signup [setup]","POST","3","3533.33333333333","3233.33333333333","3333.33333333333","3333.33333333333","3533.33333333333","3533.33333333333","3533.33333333333","3533.33333333333","3533.33333333333","3533.33333333333","3533.33333333333","65","3140.27016333615","0","0","3513.81750000292","3133.33333333333","2727.61716666476","10","0.053702928488032"
"mixed_small_10","POST /user/[email]/description","POST","3","3666.66666666667","2766.66666666667","2833.33333333333","2866.66666666667","2900","3000","3066.66666666667","3266.66666666667","3300","3666.66666666667","3666.66666666667","1129","2763.051704409","0","0","3663.05883333553","2766.66666666667","2287.10869999486","262.666666666667","1.41064367418854"
"mixed_small_15","Aggregated","","3","10866.6666666667","2500","2933.33333333333","3066.66666666667","3133.33333333333","3500","3800","4366.66666666667","8333.33333333333","10866.6666666667","10866.6666666667","860.75732086198","2186.17686854711","0","0","10685.2239000048","2500","730.291466674923","771.666666666667","4.05263059841027"
"mixed_small_15","DELETE /user/[email] [cleanup]","DELETE","3","10866.6666666667","10000","10200","10200","10200","10533.3333333333","10866.6666666667","10866.6666666667","10866.6666666667","10866.6666666667","10866.6666666667","65","9939.89067111268","0","0","10685.2239000048","10000","8681.96840001231","11.6666666666667","0.061171068094955"
"mixed_small_15","GET /user/[email]","GET","3","1233.33333333333","866.666666666667","903.333333333333","930","950","1000","1033.33333333333","1100","1166.66666666667","1233.33333333333","1233.33333333333","988.943039433352","881.237899847306","0","0","1222.86940000292","866.666666666667","730.291466674923","238.666666666667","1.25359961177075"
"mixed_small_15","POST /auth/login","POST","3","1333.33333333333","1100","1100","1100","1166.66666666667","1200","1200","1300","1300","1333.33333333333","1333.33333333333","56","1079.94600189541","0","0","1324.3553666689","1100","933.063199995862","135.333333333333","0.71081728886178"
"mixed_small_15","POST /auth/signup [setup]","POST","3","4500","3866.66666666667","4000","4100","4100","4300","4500","4500","4500","4500","4500","65","3847.08223777707","0","0","4480.15533333334","3866.66666666667","3324.63976666137","15","0.078773206708733"
"mixed_small_15","POST /user/[email]/description","POST","3","4266.66666666667","3033.33333333333","3166.66666666667","3300","3366.66666666667","3666.66666666667","3833.33333333333","3966.66666666667","4033.33333333333","4266.66666666667","4266.66666666667","1129","3104.19459607062","0","0","4267.54643331515","3033.33333333333","2327.71086667587","371","1.94826942297405"
"mixed_small_20","Aggregated","","3","13666.6666666667","2833.33333333333","3300","3666.66666666667","3866.66666666667","4433.33333333333","4866.66666666667","5566.66666666667","11666.6666666667","13666.6666666667","13666.6666666667","865.141660138384","2575.30058993836","0","0","13341.4401000094","2800","746.933999995235","923","4.79512036454225"
"mixed_small_20","DELETE /user/[email] [cleanup]","DELETE","3","13666.6666666667","13000","13000","13000","13000","13333.3333333333","13666.6666666667","13666.6666666667","13666.6666666667","13666.6666666667","13666.6666666667","65","12383.1823658737","0","0","13341.4401000094","12666.6666666667","9857.57586666538","13.3333333333333","0.06928458821272"
"mixed_small_20","GET /user/[email]","GET","3","1600","983.333333333333","1033.33333333333","1100","1100","1200","1266.66666666667","1366.66666666667","1466.66666666667","1600","1600","994.977131244925","1002.83955454014","0","0","1572.03823332869","983.333333333333","746.933999995235","285","1.48054614014437"
"mixed_small_20","POST /auth/login","POST","3","1733.33333333333","1200","1233.33333333333","1266.66666666667","1300","1366.66666666667","1433.33333333333","1500","1566.66666666667","1733.33333333333","1733.33333333333","56","1203.49535442552","0","0","1695.16380001248","1200","965.741500006213","158.333333333333","0.822821769737342"
"mixed_small_20","POST /auth/signup [setup]","POST","3","6033.33333333333","4866.66666666667","5000","5333.33333333333","5433.33333333333","5833.33333333333","6033.33333333333","6033.33333333333","6033.33333333333","6033.33333333333","6033.33333333333","65","4875.67853666794","0","0","6052.2495333377","4800","4032.96416666126","20","0.103904410896075"
"mixed_small_20","POST /user/[email]/description","POST","3","5633.33333333333","3566.66666666667","3866.66666666667","4066.66666666667","4266.66666666667","4600","4900","5233.33333333333","5300","5633.33333333333","5633.33333333333","1129","3670.35818190117","0","0","5630.54939999711","3566.66666666667","2503.86723332728","446.333333333333","2.31856345555175"
"mixed_small_5","Aggregated","","3","3866.66666666667","1433.33333333333","2600","2633.33333333333","2700","2733.33333333333","2833.33333333333","3066.66666666667","3733.33333333333","3866.66666666667","3866.66666666667","878.701161101027","1743.05450158238","0","0","3860.59276667462","1433.33333333333","705.857733322773","281.333333333333","1.55163146401985"
"mixed_small_5","DELETE /user/[email] [cleanup]","DELETE","1","5600","5400","5500","5500","5600","5600","5600","5600","5600","5600","5600","65","5384.56410000217","0","0","5576.26420000452","5400","5147.00959998299","5","0.026980839236573"
"mixed_small_5","GET /user/[email]","GET","3","1006.66666666667","766.666666666667","790","803.333333333333","813.333333333333","860","936.666666666667","993.333333333333","1006.66666666667","1006.66666666667","1006.66666666667","1018.97643097643","784.180611522511","0","0","1010.78439999643","766.666666666667","705.857733322773","93","0.512582719171095"
"mixed_small_5","POST /auth/login","POST","3","1166.66666666667","946.666666666667","963.333333333333","976.666666666667","990","1033.33333333333","1033.33333333333","1166.66666666667","1166.66666666667","1166.66666666667","1166.66666666667","56","961.433034416175","0","0","1196.83099999869","946.666666666667","895.581166667398","49.3333333333333","0.272264406141058"
"mixed_small_5","POST /auth/signup [setup]","POST","3","2900","2700","2800","2800","2900","2900","2900","2900","2900","2900","2900","65","2681.7701866695","0","0","2893.74296666938","2700","2474.27393334025","5","0.027580573821491"
"mixed_small_5","POST /user/[email]/description","POST","3","3166.66666666667","2633.33333333333","2700","2700","2733.33333333333","2766.66666666667","2866.66666666667","3000","3033.33333333333","3166.66666666667","3166.66666666667","1129","2627.84582294546","0","0","3175.70140000316","2633.33333333333","2257.35580000522","132.333333333333","0.73021015180735"
"read-heavy_large_10","Aggregated","","3","10533.3333333333","956.666666666667","1033.33333333333","1300","2833.33333333333","6100","6366.66666666667","6766.66666666667","8666.66666666667","10533.3333333333","10533.3333333333","1062.69304527289","1921.18018002323","0","0","10324.9531666661","956.666666666667","704.088300005727","545.666666666667","2.87097104676198"
"read-heavy_large_10","DELETE /user/[email] [cleanup]","DELETE","3","10533.3333333333","10100","10166.6666666667","10200","10533.3333333333","10533.3333333333","10533.3333333333","10533.3333333333","10533.3333333333","10533.3333333333","10533.3333333333","65","9521.1956865736","0","0","10324.9531666661","9666.66666666667","7612.71199999707","7","0.036843290162683"
"read-heavy_large_10","GET /user/[email]","GET","3","1300","843.333333333333","876.666666666667","900","916.666666666667","966.666666666667","1030","1133.33333333333","1233.33333333333","1300","1300","1623.29410883683","861.417468529714","0","0","1297.18780000015","843.333333333333","704.088300005727","275.666666666667","1.45032229654208"
"read-heavy_large_10","POST /auth/login","POST","3","1533.33333333333","1000","1000","1066.66666666667","1100","1100","1166.66666666667","1333.33333333333","1333.33333333333","1533.33333333333","1533.33333333333","56","1019.51517958844","0","0","1503.27626666694","1000","880.011366670563","143","0.752471846380675"
"read-heavy_large_10","POST /auth/signup [setup]","POST","3","4733.33333333333","4166.66666666667","4333.33333333333","4466.66666666667","4633.33333333333","4733.33333333333","4733.33333333333","4733.33333333333","4733.33333333333","4733.33333333333","4733.33333333333","65","4175.20103000085","0","0","4733.63066666449","4100","3643.94093333006","10","0.052613829880344"
"read-heavy_large_10","POST /user/[email]/description","POST","3","3533.33333333333","2766.66666666667","2833.33333333333","2933.33333333333","3066.66666666667","3166.66666666667","3233.33333333333","3533.33333333333","3533.33333333333","3533.33333333333","3533.33333333333","1129","2828.29614279433","0","0","3527.57676666564","2766.66666666667","2443.34003333643","32","0.16829009779984"
"read-heavy_large_10","POST /user/[email]/profile-photo","POST","3","7333.33333333333","6200","6233.33333333333","6333.33333333333","6433.33333333333","6566.66666666667","6733.33333333333","7000","7333.33333333333","7333.33333333333","7333.33333333333","1126.12843049428","5983.45012749577","0","0","7358.72503333667","6166.66666666667","3938.38746667219","78","0.410429685996353"
"read-heavy_large_15","Aggregated","","3","13666.6666666667","986.666666666667","1100","1200","2700","6233.33333333333","6566.66666666667","7133.33333333333","10333.3333333333","13666.6666666667","13666.6666666667","1058.57112930099","1946.97976232175","0","0","13320.580466665","986.666666666667","706.322466663551","819","4.24233860773343"
"read-heavy_large_15","DELETE /user/[email] [cleanup]","DELETE","3","13666.6666666667","12333.3333333333","12666.6666666667","12666.6666666667","13333.3333333333","13666.6666666667","13666.6666666667","13666.6666666667","13666.6666666667","13666.6666666667","13666.6666666667","65","12069.9404961105","0","0","13320.580466665","12000","9757.51363333256","10.3333333333333","0.053546634258341"
"read-heavy_large_15","GET /user/[email]","GET","3","1300","883.333333333333","926.666666666667","956.666666666667","973.333333333333","1033.33333333333","1100","1166.66666666667","1200","1300","1300","1580.33710587658","900.509267064308","0","0","1314.73896666042","883.333333333333","706.322466663551","434.333333333333","2.24983127168915"
"read-heavy_large_15","POST /auth/login","POST","3","1433.33333333333","1033.33333333333","1100","1100","1100","1200","1200","1300","1333.33333333333","1433.33333333333","1433.33333333333","56","1062.18900488067","0","0","1438.74946666377","1033.33333333333","915.22596666861","211","1.09305094564785"
"read-heavy_large_15","POST /auth/signup [setup]","POST","3","6866.66666666667","5666.66666666667","5966.66666666667","6166.66666666667","6400","6566.66666666667","6866.66666666667","6866.66666666667","6866.66666666667","6866.66666666667","6866.66666666667","65","5629.60641777738","0","0","6848.48263333455","5666.66666666667","4559.89479999698","15","0.077697303308071"
"read-heavy_large_15","POST /user/[email]/description","POST","3","3400","2900","3000","3000","3000","3133.33333333333","3300","3366.66666666667","3400","3400","3400","1129","2891.70681079656","0","0","3380.8301333338","2900","2475.44810000303","45","0.232932693255364"
"read-heavy_large_15","POST /user/[email]/profile-photo","POST","3","7833.33333333333","6400","6533.33333333333","6633.33333333333","6700","6933.33333333333","7200","7566.66666666667","7800","7833.33333333333","7833.33333333333","1126.14539621798","6199.80384224038","0","0","7818.53843333374","6400","4056.2855333313","103.333333333333","0.535279759574656"
"read-heavy_large_20","Aggregated","","3","17333.3333333333","1100","1200","1366.66666666667","3133.33333333333","6933.33333333333","7766.66666666667","8900","15000","17333.3333333333","17333.3333333333","993.372427038008","2287.59829023097","0","0","17258.2878666629","1100","732.658999996299","1008","5.11664316797469"
"read-heavy_large_20","DELETE /user/[email] [cleanup]","DELETE","3","17333.3333333333","15666.6666666667","16333.3333333333","16333.3333333333","16333.3333333333","17000","17333.3333333333","17333.3333333333","17333.3333333333","17333.3333333333","17333.3333333333","65","14917.1263115963","0","0","17258.2878666629","15333.3333333333","8605.61676666839","16","0.081183069539552"
"read-heavy_large_20","GET /user/[email]","GET","3","1633.33333333333","986.666666666667","1033.33333333333","1100","1100","1166.66666666667","1233.33333333333","1366.66666666667","1400","1633.33333333333","1633.33333333333","1486.16810470782","1001.16475325139","0","0","1614.92066666445","986.666666666667","732.658999996299","519.333333333333","2.63585831670088"
"read-heavy_large_20","POST /auth/login","POST","3","1700","1166.66666666667","1200","1233.33333333333","1266.66666666667","1333.33333333333","1433.33333333333","1466.66666666667","1533.33333333333","1700","1700","56","1165.53484774124","0","0","1680.18856666943","1166.66666666667","926.156799997746","264.666666666667","1.34375540538774"
"read-heavy_large_20","POST /auth/signup [setup]","POST","3","9066.66666666667","7200","7733.33333333333","8333.33333333333","8500","8866.66666666667","9066.66666666667","9066.66666666667","9066.66666666667","9066.66666666667","9066.66666666667","65","7256.90308333312","0","0","9078.6408999993","7033.33333333333","5540.57596666583","20","0.101522519988668"
"read-heavy_large_20","POST /user/[email]/description","POST","3","4166.66666666667","3200","3400","3600","3666.66666666667","3900","4100","4166.66666666667","4166.66666666667","4166.66666666667","4166.66666666667","1129","3287.21961155019","0","0","4199.44833332556","3200","2535.93420000107","56.3333333333333","0.285951769319434"
"read-heavy_large_20","POST /user/[email]/profile-photo","POST","3","8966.66666666667","7033.33333333333","7400","7700","7800","8066.66666666667","8333.33333333333","8766.66666666667","8833.33333333333","8966.66666666667","8966.66666666667","1126.15191241507","6882.13282673255","0","0","8989.84076666723","7033.33333333333","4244.34443332818","131.666666666667","0.668372087038419"
"read-heavy_large_5","Aggregated","","3","7066.66666666667","910","966.666666666667","1030","2133.33333333333","5033.33333333333","6033.33333333333","6233.33333333333","6666.66666666667","7066.66666666667","7066.66666666667","1030.94925073589","1655.47746431835","0","0","7105.34626666534","910","697.285433333794","291","1.57649024527824"
"read-heavy_large_5","DELETE /user/[email] [cleanup]","DELETE","2","7400","7250","7250","7400","7400","7400","7400","7400","7400","7400","7400","65","7020.60852499562","0","0","7433.88720000075","7150","6275.59819999442","3","0.01602415938095"
"read-heavy_large_5","GET /user/[email]","GET","3","960","816.666666666667","843.333333333333","863.333333333333","873.333333333333","903.333333333333","926.666666666667","940","956.666666666667","960","960","1560.04303464343","819.750245762649","0","0","975.776999999653","816.666666666667","697.285433333794","150.333333333333","0.81478967383905"
"read-heavy_large_5","POST /auth/login","POST","3","1133.33333333333","963.333333333333","983.333333333333","996.666666666667","1000","1033.33333333333","1100","1100","1133.33333333333","1133.33333333333","1133.33333333333","56","970.235902508541","0","0","1164.25976666991","963.333333333333","882.264833329828","80","0.432938804028492"
"read-heavy_large_5","POST /auth/signup [setup]","POST","3","3333.33333333333","3133.33333333333","3233.33333333333","3233.33333333333","3333.33333333333","3333.33333333333","3333.33333333333","3333.33333333333","3333.33333333333","3333.33333333333","3333.33333333333","65","3118.00294666706","0","0","3322.08966667046","3133.33333333333","2926.48633333253","5","0.027098695284309"
"read-heavy_large_5","POST /user/[email]/description","POST","3","3033.33333333333","2700","2733.33333333333","2766.66666666667","2800","2833.33333333333","2933.33333333333","3033.33333333333","3033.33333333333","3033.33333333333","3033.33333333333","1129","2701.82763404147","0","0","3014.5590333268","2700","2409.89536666408","19.6666666666667","0.10638901101223"
"read-heavy_large_5","POST /user/[email]/profile-photo","POST","3","6733.33333333333","5966.66666666667","6066.66666666667","6200","6200","6266.66666666667","6466.66666666667","6733.33333333333","6733.33333333333","6733.33333333333","6733.33333333333","1126.15063308923","5778.45372056252","0","0","6742.8908333289","5966.66666666667","3894.15670000017","34","0.184591288193529"
"read-heavy_small_10","Aggregated","","3","5600","923.333333333333","996.666666666667","1066.66666666667","2066.66666666667","2766.66666666667","2866.66666666667","3033.33333333333","4100","5600","5600","711.057975957233","1290.1626003042","0","0","5605.94516666606","923.333333333333","699.347100002342","654.333333333333","3.55965970879466"
"read-heavy_small_10","DELETE /user/[email] [cleanup]","DELETE","2","6550","6400","6450","6450","6450","6550","6550","6550","6550","6550","6550","65","6373.46110714238","0","0","6555.12494999857","6408.16480000067","6142.49154999561","4","0.021475950068412"
"read-heavy_small_10","GET /user/[email]","GET","3","1166.66666666667","820","850","870","886.666666666667","920","960","996.666666666667","1033.33333333333","1166.66666666667","1166.66666666667","943.029496220062","828.994974331656","0","0","1196.75290000547","820","699.347100002342","336","1.82967368852238"
"read-heavy_small_10","POST /auth/login","POST","3","1300","983.333333333333","1000","1000","1000","1100","1100","1100","1233.33333333333","1300","1300","56","991.108052287502","0","0","1295.03173334039","983.333333333333","881.961766664366","184","0.999924956833345"
"read-heavy_small_10","POST /auth/signup [setup]","POST","3","3633.33333333333","3266.66666666667","3366.66666666667","3400","3500","3633.33333333333","3633.33333333333","3633.33333333333","3633.33333333333","3633.33333333333","3633.33333333333","65","3197.20819999833","0","0","3622.05386666271","3166.66666666667","2750.24210000023","10","0.054402655059937"
"read-heavy_small_10","POST /user/[email]/description","POST","3","3366.66666666667","2766.66666666667","2766.66666666667","2866.66666666667","2866.66666666667","2900","2966.66666666667","3066.66666666667","3166.66666666667","3366.66666666667","3366.66666666667","1129","2752.39728865971","0","0","3358.15020000155","2766.66666666667","2306.51136666711","121.666666666667","0.661341108333396"
"read-heavy_small_15","Aggregated","","3","9566.66666666667","986.666666666667","1100","1200","1833.33333333333","2900","3066.66666666667","3700","6166.66666666667","9566.66666666667","9566.66666666667","727.03045869133","1414.58226372384","0","0","9559.29756666592","983.333333333333","710.964266661904","957.666666666667","5.05902588612775"
"read-heavy_small_15","DELETE /user/[email] [cleanup]","DELETE","3","9566.66666666667","9300","9300","9433.33333333333","9500","9566.66666666667","9566.66666666667","9566.66666666667","9566.66666666667","9566.66666666667","9566.66666666667","65","8922.26182499944","0","0","9559.29756666592","9166.66666666667","7732.59033332579","8","0.042265414000954"
"read-heavy_small_15","GET /user/[email]","GET","3","1333.33333333333","876.666666666667","916.666666666667","946.666666666667","966.666666666667","1000","1100","1100","1133.33333333333","1333.33333333333","1333.33333333333","979.853855134249","890.278848227705","0","0","1349.95423333021","876.666666666667","710.964266661904","493","2.60436118109254"
"read-heavy_small_15","POST /auth/login","POST","3","1400","1033.33333333333","1100","1100","1100","1200","1233.33333333333","1300","1300","1400","1400","56","1058.42325562426","0","0","1399.31866666302","1033.33333333333","887.758133331469","267.333333333333","1.41222314688355"
"read-heavy_small_15","POST /auth/signup [setup]","POST","3","4533.33333333333","4100","4266.66666666667","4366.66666666667","4433.33333333333","4433.33333333333","4533.33333333333","4533.33333333333","4533.33333333333","4533.33333333333","4533.33333333333","65","4033.20620444364","0","0","4493.45913332945","4100","3278.38856666252","15","0.079239629172908"
"read-heavy_small_15","POST /user/[email]/description","POST","3","3500","2900","2966.66666666667","3000","3033.33333333333","3133.33333333333","3200","3333.33333333333","3400","3500","3500","1129","2877.22277097314","0","0","3485.27956666658","2900","2391.14966666966","174.333333333333","0.920936514977804"
"read-heavy_small_20","Aggregated","","3","12000","1100","1200","1366.66666666667","2800","3200","3500","4733.33333333333","7733.33333333333","11666.6666666667","12000","720.406472323201","1623.70044437977","0","0","11817.7669333333","1100","714.084166664785","1203","6.28035783611931"
"read-heavy_small_20","DELETE /user/[email] [cleanup]","DELETE","3","12000","11333.3333333333","11333.3333333333","11333.3333333333","11333.3333333333","11666.6666666667","12000","12000","12000","12000","12000","65","10700.4655036865","0","0","11817.7669333333","11333.3333333333","7434.45610000344","12.6666666666667","0.06610355757896"
"read-heavy_small_20","GET /user/[email]","GET","3","1600","976.666666666667","1033.33333333333","1100","1100","1200","1233.33333333333","1300","1400","1600","1600","962.335488554799","994.95433897751","0","0","1589.04350000375","976.666666666667","714.084166664785","609.666666666667","3.18307296564784"
